12:22:50,735 INFO SeBS-06a7: Created experiment output at /home/anou/msc-thesis/task-based-experiment/experiment-results/python/non-instrumented/501.graph-pagerank
12:22:51,100 INFO OpenWhisk.Resources-0e1a: Using user-provided configuration of storage for OpenWhisk.
12:22:51,100 INFO OpenWhisk-63c3: Using existing resource name: 8504288e.
12:22:51,102 INFO Benchmark-4749: Building benchmark 501.graph-pagerank. Reason: no cached code package.
14:51:35,711 INFO Experiment.PerfCost-4939: Processed 8800 samples out of 10000, 0 errors
14:51:45,831 INFO Experiment.PerfCost-4939: Processed 8810 samples out of 10000, 0 errors
14:51:55,964 INFO Experiment.PerfCost-4939: Processed 8820 samples out of 10000, 0 errors
14:52:06,97 INFO Experiment.PerfCost-4939: Processed 8830 samples out of 10000, 0 errors
14:52:16,233 INFO Experiment.PerfCost-4939: Processed 8840 samples out of 10000, 0 errors
14:52:26,358 INFO Experiment.PerfCost-4939: Processed 8850 samples out of 10000, 0 errors
14:52:36,516 INFO Experiment.PerfCost-4939: Processed 8860 samples out of 10000, 0 errors
14:52:46,652 INFO Experiment.PerfCost-4939: Processed 8870 samples out of 10000, 0 errors
14:52:56,793 INFO Experiment.PerfCost-4939: Processed 8880 samples out of 10000, 0 errors
14:53:06,907 INFO Experiment.PerfCost-4939: Processed 8890 samples out of 10000, 0 errors
14:53:17,49 INFO Experiment.PerfCost-4939: Processed 8900 samples out of 10000, 0 errors
14:53:27,209 INFO Experiment.PerfCost-4939: Processed 8910 samples out of 10000, 0 errors
14:53:37,328 INFO Experiment.PerfCost-4939: Processed 8920 samples out of 10000, 0 errors
14:53:47,463 INFO Experiment.PerfCost-4939: Processed 8930 samples out of 10000, 0 errors
14:53:57,598 INFO Experiment.PerfCost-4939: Processed 8940 samples out of 10000, 0 errors
14:54:07,754 INFO Experiment.PerfCost-4939: Processed 8950 samples out of 10000, 0 errors
14:54:17,877 INFO Experiment.PerfCost-4939: Processed 8960 samples out of 10000, 0 errors
14:54:27,987 INFO Experiment.PerfCost-4939: Processed 8970 samples out of 10000, 0 errors
14:54:38,153 INFO Experiment.PerfCost-4939: Processed 8980 samples out of 10000, 0 errors
14:54:48,270 INFO Experiment.PerfCost-4939: Processed 8990 samples out of 10000, 0 errors
14:54:58,476 INFO Experiment.PerfCost-4939: Processed 9000 samples out of 10000, 0 errors
14:55:08,604 INFO Experiment.PerfCost-4939: Processed 9010 samples out of 10000, 0 errors
14:55:18,741 INFO Experiment.PerfCost-4939: Processed 9020 samples out of 10000, 0 errors
14:55:28,869 INFO Experiment.PerfCost-4939: Processed 9030 samples out of 10000, 0 errors
14:55:38,994 INFO Experiment.PerfCost-4939: Processed 9040 samples out of 10000, 0 errors
14:55:49,103 INFO Experiment.PerfCost-4939: Processed 9050 samples out of 10000, 0 errors
14:55:59,274 INFO Experiment.PerfCost-4939: Processed 9060 samples out of 10000, 0 errors
14:56:09,419 INFO Experiment.PerfCost-4939: Processed 9070 samples out of 10000, 0 errors
14:56:19,572 INFO Experiment.PerfCost-4939: Processed 9080 samples out of 10000, 0 errors
14:56:29,703 INFO Experiment.PerfCost-4939: Processed 9090 samples out of 10000, 0 errors
14:56:39,826 INFO Experiment.PerfCost-4939: Processed 9100 samples out of 10000, 0 errors
14:56:49,987 INFO Experiment.PerfCost-4939: Processed 9110 samples out of 10000, 0 errors
14:57:00,145 INFO Experiment.PerfCost-4939: Processed 9120 samples out of 10000, 0 errors
14:57:10,259 INFO Experiment.PerfCost-4939: Processed 9130 samples out of 10000, 0 errors
14:57:20,383 INFO Experiment.PerfCost-4939: Processed 9140 samples out of 10000, 0 errors
14:57:30,500 INFO Experiment.PerfCost-4939: Processed 9150 samples out of 10000, 0 errors
14:57:40,637 INFO Experiment.PerfCost-4939: Processed 9160 samples out of 10000, 0 errors
14:57:50,771 INFO Experiment.PerfCost-4939: Processed 9170 samples out of 10000, 0 errors
14:58:00,909 INFO Experiment.PerfCost-4939: Processed 9180 samples out of 10000, 0 errors
14:58:11,19 INFO Experiment.PerfCost-4939: Processed 9190 samples out of 10000, 0 errors
14:58:21,184 INFO Experiment.PerfCost-4939: Processed 9200 samples out of 10000, 0 errors
14:58:31,311 INFO Experiment.PerfCost-4939: Processed 9210 samples out of 10000, 0 errors
14:58:41,439 INFO Experiment.PerfCost-4939: Processed 9220 samples out of 10000, 0 errors
14:58:51,551 INFO Experiment.PerfCost-4939: Processed 9230 samples out of 10000, 0 errors
14:59:01,671 INFO Experiment.PerfCost-4939: Processed 9240 samples out of 10000, 0 errors
14:59:11,820 INFO Experiment.PerfCost-4939: Processed 9250 samples out of 10000, 0 errors
14:59:21,970 INFO Experiment.PerfCost-4939: Processed 9260 samples out of 10000, 0 errors
14:59:32,115 INFO Experiment.PerfCost-4939: Processed 9270 samples out of 10000, 0 errors
14:59:42,254 INFO Experiment.PerfCost-4939: Processed 9280 samples out of 10000, 0 errors
14:59:52,364 INFO Experiment.PerfCost-4939: Processed 9290 samples out of 10000, 0 errors
15:00:02,543 INFO Experiment.PerfCost-4939: Processed 9300 samples out of 10000, 0 errors
15:00:12,681 INFO Experiment.PerfCost-4939: Processed 9310 samples out of 10000, 0 errors
15:00:22,833 INFO Experiment.PerfCost-4939: Processed 9320 samples out of 10000, 0 errors
15:00:32,971 INFO Experiment.PerfCost-4939: Processed 9330 samples out of 10000, 0 errors
15:00:43,123 INFO Experiment.PerfCost-4939: Processed 9340 samples out of 10000, 0 errors
15:00:53,260 INFO Experiment.PerfCost-4939: Processed 9350 samples out of 10000, 0 errors
15:01:03,415 INFO Experiment.PerfCost-4939: Processed 9360 samples out of 10000, 0 errors
15:01:13,545 INFO Experiment.PerfCost-4939: Processed 9370 samples out of 10000, 0 errors
15:01:23,674 INFO Experiment.PerfCost-4939: Processed 9380 samples out of 10000, 0 errors
15:01:33,809 INFO Experiment.PerfCost-4939: Processed 9390 samples out of 10000, 0 errors
15:01:43,954 INFO Experiment.PerfCost-4939: Processed 9400 samples out of 10000, 0 errors
15:01:54,102 INFO Experiment.PerfCost-4939: Processed 9410 samples out of 10000, 0 errors
15:02:04,233 INFO Experiment.PerfCost-4939: Processed 9420 samples out of 10000, 0 errors
15:02:14,380 INFO Experiment.PerfCost-4939: Processed 9430 samples out of 10000, 0 errors
15:02:24,542 INFO Experiment.PerfCost-4939: Processed 9440 samples out of 10000, 0 errors
15:02:34,681 INFO Experiment.PerfCost-4939: Processed 9450 samples out of 10000, 0 errors
15:02:44,807 INFO Experiment.PerfCost-4939: Processed 9460 samples out of 10000, 0 errors
15:02:54,949 INFO Experiment.PerfCost-4939: Processed 9470 samples out of 10000, 0 errors
15:03:05,92 INFO Experiment.PerfCost-4939: Processed 9480 samples out of 10000, 0 errors
15:03:15,224 INFO Experiment.PerfCost-4939: Processed 9490 samples out of 10000, 0 errors
15:03:25,372 INFO Experiment.PerfCost-4939: Processed 9500 samples out of 10000, 0 errors
15:03:35,516 INFO Experiment.PerfCost-4939: Processed 9510 samples out of 10000, 0 errors
15:03:45,661 INFO Experiment.PerfCost-4939: Processed 9520 samples out of 10000, 0 errors
15:03:55,812 INFO Experiment.PerfCost-4939: Processed 9530 samples out of 10000, 0 errors
15:04:05,966 INFO Experiment.PerfCost-4939: Processed 9540 samples out of 10000, 0 errors
15:04:16,105 INFO Experiment.PerfCost-4939: Processed 9550 samples out of 10000, 0 errors
15:04:26,248 INFO Experiment.PerfCost-4939: Processed 9560 samples out of 10000, 0 errors
15:04:36,394 INFO Experiment.PerfCost-4939: Processed 9570 samples out of 10000, 0 errors
15:04:46,535 INFO Experiment.PerfCost-4939: Processed 9580 samples out of 10000, 0 errors
15:04:56,673 INFO Experiment.PerfCost-4939: Processed 9590 samples out of 10000, 0 errors
15:05:06,865 INFO Experiment.PerfCost-4939: Processed 9600 samples out of 10000, 0 errors
15:05:17,1 INFO Experiment.PerfCost-4939: Processed 9610 samples out of 10000, 0 errors
15:05:27,136 INFO Experiment.PerfCost-4939: Processed 9620 samples out of 10000, 0 errors
15:05:37,270 INFO Experiment.PerfCost-4939: Processed 9630 samples out of 10000, 0 errors
15:05:47,411 INFO Experiment.PerfCost-4939: Processed 9640 samples out of 10000, 0 errors
15:05:57,551 INFO Experiment.PerfCost-4939: Processed 9650 samples out of 10000, 0 errors
15:06:07,693 INFO Experiment.PerfCost-4939: Processed 9660 samples out of 10000, 0 errors
15:06:17,846 INFO Experiment.PerfCost-4939: Processed 9670 samples out of 10000, 0 errors
15:06:27,985 INFO Experiment.PerfCost-4939: Processed 9680 samples out of 10000, 0 errors
15:06:38,121 INFO Experiment.PerfCost-4939: Processed 9690 samples out of 10000, 0 errors
15:06:48,265 INFO Experiment.PerfCost-4939: Processed 9700 samples out of 10000, 0 errors
15:06:58,419 INFO Experiment.PerfCost-4939: Processed 9710 samples out of 10000, 0 errors
15:07:08,566 INFO Experiment.PerfCost-4939: Processed 9720 samples out of 10000, 0 errors
15:07:18,714 INFO Experiment.PerfCost-4939: Processed 9730 samples out of 10000, 0 errors
15:07:28,856 INFO Experiment.PerfCost-4939: Processed 9740 samples out of 10000, 0 errors
15:07:39,8 INFO Experiment.PerfCost-4939: Processed 9750 samples out of 10000, 0 errors
15:07:49,157 INFO Experiment.PerfCost-4939: Processed 9760 samples out of 10000, 0 errors
15:07:59,310 INFO Experiment.PerfCost-4939: Processed 9770 samples out of 10000, 0 errors
15:08:09,453 INFO Experiment.PerfCost-4939: Processed 9780 samples out of 10000, 0 errors
15:08:19,584 INFO Experiment.PerfCost-4939: Processed 9790 samples out of 10000, 0 errors
15:08:29,726 INFO Experiment.PerfCost-4939: Processed 9800 samples out of 10000, 0 errors
15:08:39,866 INFO Experiment.PerfCost-4939: Processed 9810 samples out of 10000, 0 errors
15:08:50,8 INFO Experiment.PerfCost-4939: Processed 9820 samples out of 10000, 0 errors
15:09:00,156 INFO Experiment.PerfCost-4939: Processed 9830 samples out of 10000, 0 errors
15:09:10,293 INFO Experiment.PerfCost-4939: Processed 9840 samples out of 10000, 0 errors
15:09:20,435 INFO Experiment.PerfCost-4939: Processed 9850 samples out of 10000, 0 errors
15:09:30,584 INFO Experiment.PerfCost-4939: Processed 9860 samples out of 10000, 0 errors
15:09:40,725 INFO Experiment.PerfCost-4939: Processed 9870 samples out of 10000, 0 errors
15:09:50,875 INFO Experiment.PerfCost-4939: Processed 9880 samples out of 10000, 0 errors
15:10:01,20 INFO Experiment.PerfCost-4939: Processed 9890 samples out of 10000, 0 errors
15:10:11,213 INFO Experiment.PerfCost-4939: Processed 9900 samples out of 10000, 0 errors
15:10:21,351 INFO Experiment.PerfCost-4939: Processed 9910 samples out of 10000, 0 errors
15:10:31,488 INFO Experiment.PerfCost-4939: Processed 9920 samples out of 10000, 0 errors
15:10:41,622 INFO Experiment.PerfCost-4939: Processed 9930 samples out of 10000, 0 errors
15:10:51,761 INFO Experiment.PerfCost-4939: Processed 9940 samples out of 10000, 0 errors
15:11:01,908 INFO Experiment.PerfCost-4939: Processed 9950 samples out of 10000, 0 errors
15:11:12,53 INFO Experiment.PerfCost-4939: Processed 9960 samples out of 10000, 0 errors
15:11:22,187 INFO Experiment.PerfCost-4939: Processed 9970 samples out of 10000, 0 errors
15:11:32,335 INFO Experiment.PerfCost-4939: Processed 9980 samples out of 10000, 0 errors
15:11:42,486 INFO Experiment.PerfCost-4939: Processed 9990 samples out of 10000, 0 errors
15:11:52,619 INFO Experiment.PerfCost-4939: Processed 10000 samples out of 10000, 0 errors
15:11:57,633 INFO Experiment.PerfCost-4939: Mean 83.08876860000001 [ms], median 80.8685 [ms], std 30.334778270085543, CV 36.50887933617245
15:11:57,638 INFO Experiment.PerfCost-4939: Parametric CI (Student's t-distribution) 0.95 from 82.49411615966768 to 83.68342104033233, within 0.7156832991412574% of mean
15:11:57,642 INFO Experiment.PerfCost-4939: Non-parametric CI 0.95 from 80.089 to 81.623, within 0.9484533532834206% of median
15:11:57,644 INFO Experiment.PerfCost-4939: Parametric CI (Student's t-distribution) 0.99 from 82.30720822905093 to 83.87032897094909, within 0.9406329930241378% of mean
15:11:57,647 INFO Experiment.PerfCost-4939: Non-parametric CI 0.99 from 79.807 to 81.841, within 1.2575972102858295% of median
