21:57:20,504 INFO SeBS-452e: Created experiment output at /home/anou/msc-thesis/task-based-experiment/experiment-results/nodejs/non-instrumented/210.thumbnailer
21:57:20,844 INFO OpenWhisk.Resources-ff0d: Using user-provided configuration of storage for OpenWhisk.
21:57:20,844 INFO OpenWhisk-fbcc: Using existing resource name: 91d37410.
21:57:20,933 INFO Benchmark-49a8: Building benchmark 210.thumbnailer. Reason: no cached code package.
00:29:27,400 INFO Experiment.PerfCost-0454: Processed 8790 samples out of 10000, 0 errors
00:29:37,781 INFO Experiment.PerfCost-0454: Processed 8800 samples out of 10000, 0 errors
00:29:48,131 INFO Experiment.PerfCost-0454: Processed 8810 samples out of 10000, 0 errors
00:29:58,466 INFO Experiment.PerfCost-0454: Processed 8820 samples out of 10000, 0 errors
00:30:08,817 INFO Experiment.PerfCost-0454: Processed 8830 samples out of 10000, 0 errors
00:30:19,177 INFO Experiment.PerfCost-0454: Processed 8840 samples out of 10000, 0 errors
00:30:29,535 INFO Experiment.PerfCost-0454: Processed 8850 samples out of 10000, 0 errors
00:30:39,891 INFO Experiment.PerfCost-0454: Processed 8860 samples out of 10000, 0 errors
00:30:50,255 INFO Experiment.PerfCost-0454: Processed 8870 samples out of 10000, 0 errors
00:31:00,639 INFO Experiment.PerfCost-0454: Processed 8880 samples out of 10000, 0 errors
00:31:10,980 INFO Experiment.PerfCost-0454: Processed 8890 samples out of 10000, 0 errors
00:31:21,321 INFO Experiment.PerfCost-0454: Processed 8900 samples out of 10000, 0 errors
00:31:31,686 INFO Experiment.PerfCost-0454: Processed 8910 samples out of 10000, 0 errors
00:31:42,63 INFO Experiment.PerfCost-0454: Processed 8920 samples out of 10000, 0 errors
00:31:52,461 INFO Experiment.PerfCost-0454: Processed 8930 samples out of 10000, 0 errors
00:32:02,797 INFO Experiment.PerfCost-0454: Processed 8940 samples out of 10000, 0 errors
00:32:13,169 INFO Experiment.PerfCost-0454: Processed 8950 samples out of 10000, 0 errors
00:32:23,528 INFO Experiment.PerfCost-0454: Processed 8960 samples out of 10000, 0 errors
00:32:33,895 INFO Experiment.PerfCost-0454: Processed 8970 samples out of 10000, 0 errors
00:32:44,227 INFO Experiment.PerfCost-0454: Processed 8980 samples out of 10000, 0 errors
00:32:54,587 INFO Experiment.PerfCost-0454: Processed 8990 samples out of 10000, 0 errors
00:33:05,14 INFO Experiment.PerfCost-0454: Processed 9000 samples out of 10000, 0 errors
00:33:15,361 INFO Experiment.PerfCost-0454: Processed 9010 samples out of 10000, 0 errors
00:33:25,680 INFO Experiment.PerfCost-0454: Processed 9020 samples out of 10000, 0 errors
00:33:36,36 INFO Experiment.PerfCost-0454: Processed 9030 samples out of 10000, 0 errors
00:33:46,412 INFO Experiment.PerfCost-0454: Processed 9040 samples out of 10000, 0 errors
00:33:56,832 INFO Experiment.PerfCost-0454: Processed 9050 samples out of 10000, 0 errors
00:34:07,180 INFO Experiment.PerfCost-0454: Processed 9060 samples out of 10000, 0 errors
00:34:17,548 INFO Experiment.PerfCost-0454: Processed 9070 samples out of 10000, 0 errors
00:34:27,893 INFO Experiment.PerfCost-0454: Processed 9080 samples out of 10000, 0 errors
00:34:38,246 INFO Experiment.PerfCost-0454: Processed 9090 samples out of 10000, 0 errors
00:34:48,643 INFO Experiment.PerfCost-0454: Processed 9100 samples out of 10000, 0 errors
00:34:59,19 INFO Experiment.PerfCost-0454: Processed 9110 samples out of 10000, 0 errors
00:35:09,366 INFO Experiment.PerfCost-0454: Processed 9120 samples out of 10000, 0 errors
00:35:19,768 INFO Experiment.PerfCost-0454: Processed 9130 samples out of 10000, 0 errors
00:35:30,120 INFO Experiment.PerfCost-0454: Processed 9140 samples out of 10000, 0 errors
00:35:40,487 INFO Experiment.PerfCost-0454: Processed 9150 samples out of 10000, 0 errors
00:35:50,819 INFO Experiment.PerfCost-0454: Processed 9160 samples out of 10000, 0 errors
00:36:01,184 INFO Experiment.PerfCost-0454: Processed 9170 samples out of 10000, 0 errors
00:36:11,544 INFO Experiment.PerfCost-0454: Processed 9180 samples out of 10000, 0 errors
00:36:21,919 INFO Experiment.PerfCost-0454: Processed 9190 samples out of 10000, 0 errors
00:36:32,308 INFO Experiment.PerfCost-0454: Processed 9200 samples out of 10000, 0 errors
00:36:42,667 INFO Experiment.PerfCost-0454: Processed 9210 samples out of 10000, 0 errors
00:36:53,54 INFO Experiment.PerfCost-0454: Processed 9220 samples out of 10000, 0 errors
00:37:03,435 INFO Experiment.PerfCost-0454: Processed 9230 samples out of 10000, 0 errors
00:37:13,835 INFO Experiment.PerfCost-0454: Processed 9240 samples out of 10000, 0 errors
00:37:24,156 INFO Experiment.PerfCost-0454: Processed 9250 samples out of 10000, 0 errors
00:37:34,517 INFO Experiment.PerfCost-0454: Processed 9260 samples out of 10000, 0 errors
00:37:44,905 INFO Experiment.PerfCost-0454: Processed 9270 samples out of 10000, 0 errors
00:37:55,274 INFO Experiment.PerfCost-0454: Processed 9280 samples out of 10000, 0 errors
00:38:05,661 INFO Experiment.PerfCost-0454: Processed 9290 samples out of 10000, 0 errors
00:38:16,6 INFO Experiment.PerfCost-0454: Processed 9300 samples out of 10000, 0 errors
00:38:26,373 INFO Experiment.PerfCost-0454: Processed 9310 samples out of 10000, 0 errors
00:38:36,725 INFO Experiment.PerfCost-0454: Processed 9320 samples out of 10000, 0 errors
00:38:47,102 INFO Experiment.PerfCost-0454: Processed 9330 samples out of 10000, 0 errors
00:38:57,477 INFO Experiment.PerfCost-0454: Processed 9340 samples out of 10000, 0 errors
00:39:07,858 INFO Experiment.PerfCost-0454: Processed 9350 samples out of 10000, 0 errors
00:39:18,210 INFO Experiment.PerfCost-0454: Processed 9360 samples out of 10000, 0 errors
00:39:28,547 INFO Experiment.PerfCost-0454: Processed 9370 samples out of 10000, 0 errors
00:39:38,944 INFO Experiment.PerfCost-0454: Processed 9380 samples out of 10000, 0 errors
00:39:49,282 INFO Experiment.PerfCost-0454: Processed 9390 samples out of 10000, 0 errors
00:39:59,655 INFO Experiment.PerfCost-0454: Processed 9400 samples out of 10000, 0 errors
00:40:10,37 INFO Experiment.PerfCost-0454: Processed 9410 samples out of 10000, 0 errors
00:40:20,381 INFO Experiment.PerfCost-0454: Processed 9420 samples out of 10000, 0 errors
00:40:30,727 INFO Experiment.PerfCost-0454: Processed 9430 samples out of 10000, 0 errors
00:40:41,94 INFO Experiment.PerfCost-0454: Processed 9440 samples out of 10000, 0 errors
00:40:51,470 INFO Experiment.PerfCost-0454: Processed 9450 samples out of 10000, 0 errors
00:41:01,877 INFO Experiment.PerfCost-0454: Processed 9460 samples out of 10000, 0 errors
00:41:12,229 INFO Experiment.PerfCost-0454: Processed 9470 samples out of 10000, 0 errors
00:41:22,583 INFO Experiment.PerfCost-0454: Processed 9480 samples out of 10000, 0 errors
00:41:32,967 INFO Experiment.PerfCost-0454: Processed 9490 samples out of 10000, 0 errors
00:41:43,319 INFO Experiment.PerfCost-0454: Processed 9500 samples out of 10000, 0 errors
00:41:53,683 INFO Experiment.PerfCost-0454: Processed 9510 samples out of 10000, 0 errors
00:42:04,45 INFO Experiment.PerfCost-0454: Processed 9520 samples out of 10000, 0 errors
00:42:14,404 INFO Experiment.PerfCost-0454: Processed 9530 samples out of 10000, 0 errors
00:42:24,777 INFO Experiment.PerfCost-0454: Processed 9540 samples out of 10000, 0 errors
00:42:35,123 INFO Experiment.PerfCost-0454: Processed 9550 samples out of 10000, 0 errors
00:42:45,507 INFO Experiment.PerfCost-0454: Processed 9560 samples out of 10000, 0 errors
00:42:55,875 INFO Experiment.PerfCost-0454: Processed 9570 samples out of 10000, 0 errors
00:43:06,244 INFO Experiment.PerfCost-0454: Processed 9580 samples out of 10000, 0 errors
00:43:16,613 INFO Experiment.PerfCost-0454: Processed 9590 samples out of 10000, 0 errors
00:43:26,980 INFO Experiment.PerfCost-0454: Processed 9600 samples out of 10000, 0 errors
00:43:37,330 INFO Experiment.PerfCost-0454: Processed 9610 samples out of 10000, 0 errors
00:43:47,712 INFO Experiment.PerfCost-0454: Processed 9620 samples out of 10000, 0 errors
00:43:58,108 INFO Experiment.PerfCost-0454: Processed 9630 samples out of 10000, 0 errors
00:44:08,469 INFO Experiment.PerfCost-0454: Processed 9640 samples out of 10000, 0 errors
00:44:18,863 INFO Experiment.PerfCost-0454: Processed 9650 samples out of 10000, 0 errors
00:44:29,255 INFO Experiment.PerfCost-0454: Processed 9660 samples out of 10000, 0 errors
00:44:39,611 INFO Experiment.PerfCost-0454: Processed 9670 samples out of 10000, 0 errors
00:44:49,966 INFO Experiment.PerfCost-0454: Processed 9680 samples out of 10000, 0 errors
00:45:00,313 INFO Experiment.PerfCost-0454: Processed 9690 samples out of 10000, 0 errors
00:45:10,659 INFO Experiment.PerfCost-0454: Processed 9700 samples out of 10000, 0 errors
00:45:21,12 INFO Experiment.PerfCost-0454: Processed 9710 samples out of 10000, 0 errors
00:45:31,373 INFO Experiment.PerfCost-0454: Processed 9720 samples out of 10000, 0 errors
00:45:41,727 INFO Experiment.PerfCost-0454: Processed 9730 samples out of 10000, 0 errors
00:45:52,93 INFO Experiment.PerfCost-0454: Processed 9740 samples out of 10000, 0 errors
00:46:02,430 INFO Experiment.PerfCost-0454: Processed 9750 samples out of 10000, 0 errors
00:46:12,784 INFO Experiment.PerfCost-0454: Processed 9760 samples out of 10000, 0 errors
00:46:23,124 INFO Experiment.PerfCost-0454: Processed 9770 samples out of 10000, 0 errors
00:46:33,466 INFO Experiment.PerfCost-0454: Processed 9780 samples out of 10000, 0 errors
00:46:43,818 INFO Experiment.PerfCost-0454: Processed 9790 samples out of 10000, 0 errors
00:46:54,161 INFO Experiment.PerfCost-0454: Processed 9800 samples out of 10000, 0 errors
00:47:04,509 INFO Experiment.PerfCost-0454: Processed 9810 samples out of 10000, 0 errors
00:47:14,862 INFO Experiment.PerfCost-0454: Processed 9820 samples out of 10000, 0 errors
00:47:25,227 INFO Experiment.PerfCost-0454: Processed 9830 samples out of 10000, 0 errors
00:47:35,591 INFO Experiment.PerfCost-0454: Processed 9840 samples out of 10000, 0 errors
00:47:45,941 INFO Experiment.PerfCost-0454: Processed 9850 samples out of 10000, 0 errors
00:47:56,297 INFO Experiment.PerfCost-0454: Processed 9860 samples out of 10000, 0 errors
00:48:06,681 INFO Experiment.PerfCost-0454: Processed 9870 samples out of 10000, 0 errors
00:48:17,50 INFO Experiment.PerfCost-0454: Processed 9880 samples out of 10000, 0 errors
00:48:27,399 INFO Experiment.PerfCost-0454: Processed 9890 samples out of 10000, 0 errors
00:48:37,760 INFO Experiment.PerfCost-0454: Processed 9900 samples out of 10000, 0 errors
00:48:48,129 INFO Experiment.PerfCost-0454: Processed 9910 samples out of 10000, 0 errors
00:48:58,495 INFO Experiment.PerfCost-0454: Processed 9920 samples out of 10000, 0 errors
00:49:08,843 INFO Experiment.PerfCost-0454: Processed 9930 samples out of 10000, 0 errors
00:49:19,170 INFO Experiment.PerfCost-0454: Processed 9940 samples out of 10000, 0 errors
00:49:29,515 INFO Experiment.PerfCost-0454: Processed 9950 samples out of 10000, 0 errors
00:49:39,890 INFO Experiment.PerfCost-0454: Processed 9960 samples out of 10000, 0 errors
00:49:50,243 INFO Experiment.PerfCost-0454: Processed 9970 samples out of 10000, 0 errors
00:50:00,629 INFO Experiment.PerfCost-0454: Processed 9980 samples out of 10000, 0 errors
00:50:10,967 INFO Experiment.PerfCost-0454: Processed 9990 samples out of 10000, 0 errors
00:50:21,331 INFO Experiment.PerfCost-0454: Processed 10000 samples out of 10000, 0 errors
00:50:26,346 INFO Experiment.PerfCost-0454: Mean 237.5779233 [ms], median 204.603 [ms], std 67.36566987543891, CV 28.35518929525002
00:50:26,352 INFO Experiment.PerfCost-0454: Parametric CI (Student's t-distribution) 0.95 from 236.25735455776675 to 238.89849204223327, within 0.5558465718911615% of mean
00:50:26,355 INFO Experiment.PerfCost-0454: Non-parametric CI 0.95 from 204.094 to 205.25, within 0.2824983015889322% of median
00:50:26,358 INFO Experiment.PerfCost-0454: Parametric CI (Student's t-distribution) 0.99 from 235.84228055132687 to 239.31356604867315, within 0.7305572523594591% of mean
00:50:26,361 INFO Experiment.PerfCost-0454: Non-parametric CI 0.99 from 203.905 to 205.459, within 0.37975982756851123% of median
