08:49:43,838 INFO SeBS-250d: Created experiment output at /home/anou/msc-thesis/task-based-experiment/experiment-results/python/non-instrumented/310.compression
08:49:44,161 INFO OpenWhisk.Resources-688c: Using user-provided configuration of storage for OpenWhisk.
08:49:44,161 INFO OpenWhisk-9b91: Using existing resource name: fd5e1ae0.
08:49:44,271 INFO Benchmark-d0bb: Using cached benchmark 310.compression at /home/anou/msc-thesis/task-based-experiment/cache/310.compression/openwhisk/python/3.7/310.compression.zip
08:49:44,271 INFO OpenWhisk-9b91: Using cached function 310.compression-python-3.7 in /home/anou/msc-thesis/task-based-experiment/cache/310.compression/openwhisk/python/3.7/310.compression.zip
08:49:44,290 INFO OpenWhisk-9b91: Cached function 310.compression-python-3.7 is up to date.
08:49:44,755 INFO Experiment.PerfCost-8164: Begin experiment on memory size 256
08:49:44,756 INFO OpenWhisk-9b91: Update an existing OpenWhisk action 310.compression-python-3.7.
08:49:45,16 INFO Experiment.PerfCost-8164: Begin warm experiments
11:56:00,431 INFO Experiment.PerfCost-8164: Processed 8700 samples out of 10000, 0 errors
11:56:13,284 INFO Experiment.PerfCost-8164: Processed 8710 samples out of 10000, 0 errors
11:56:26,133 INFO Experiment.PerfCost-8164: Processed 8720 samples out of 10000, 0 errors
11:56:39,58 INFO Experiment.PerfCost-8164: Processed 8730 samples out of 10000, 0 errors
11:56:51,898 INFO Experiment.PerfCost-8164: Processed 8740 samples out of 10000, 0 errors
11:57:04,825 INFO Experiment.PerfCost-8164: Processed 8750 samples out of 10000, 0 errors
11:57:17,636 INFO Experiment.PerfCost-8164: Processed 8760 samples out of 10000, 0 errors
11:57:30,396 INFO Experiment.PerfCost-8164: Processed 8770 samples out of 10000, 0 errors
11:57:43,360 INFO Experiment.PerfCost-8164: Processed 8780 samples out of 10000, 0 errors
11:57:56,218 INFO Experiment.PerfCost-8164: Processed 8790 samples out of 10000, 0 errors
11:58:09,24 INFO Experiment.PerfCost-8164: Processed 8800 samples out of 10000, 0 errors
11:58:21,951 INFO Experiment.PerfCost-8164: Processed 8810 samples out of 10000, 0 errors
11:58:34,887 INFO Experiment.PerfCost-8164: Processed 8820 samples out of 10000, 0 errors
11:58:47,663 INFO Experiment.PerfCost-8164: Processed 8830 samples out of 10000, 0 errors
11:59:00,432 INFO Experiment.PerfCost-8164: Processed 8840 samples out of 10000, 0 errors
11:59:13,329 INFO Experiment.PerfCost-8164: Processed 8850 samples out of 10000, 0 errors
11:59:26,241 INFO Experiment.PerfCost-8164: Processed 8860 samples out of 10000, 0 errors
11:59:39,7 INFO Experiment.PerfCost-8164: Processed 8870 samples out of 10000, 0 errors
11:59:51,815 INFO Experiment.PerfCost-8164: Processed 8880 samples out of 10000, 0 errors
12:00:04,720 INFO Experiment.PerfCost-8164: Processed 8890 samples out of 10000, 0 errors
12:00:17,529 INFO Experiment.PerfCost-8164: Processed 8900 samples out of 10000, 0 errors
12:00:30,250 INFO Experiment.PerfCost-8164: Processed 8910 samples out of 10000, 0 errors
12:00:43,156 INFO Experiment.PerfCost-8164: Processed 8920 samples out of 10000, 0 errors
12:00:56,49 INFO Experiment.PerfCost-8164: Processed 8930 samples out of 10000, 0 errors
12:01:08,910 INFO Experiment.PerfCost-8164: Processed 8940 samples out of 10000, 0 errors
12:01:21,744 INFO Experiment.PerfCost-8164: Processed 8950 samples out of 10000, 0 errors
12:01:34,731 INFO Experiment.PerfCost-8164: Processed 8960 samples out of 10000, 0 errors
12:01:47,690 INFO Experiment.PerfCost-8164: Processed 8970 samples out of 10000, 0 errors
12:02:00,392 INFO Experiment.PerfCost-8164: Processed 8980 samples out of 10000, 0 errors
12:02:13,294 INFO Experiment.PerfCost-8164: Processed 8990 samples out of 10000, 0 errors
12:02:26,183 INFO Experiment.PerfCost-8164: Processed 9000 samples out of 10000, 0 errors
12:02:38,922 INFO Experiment.PerfCost-8164: Processed 9010 samples out of 10000, 0 errors
12:02:51,776 INFO Experiment.PerfCost-8164: Processed 9020 samples out of 10000, 0 errors
12:03:04,746 INFO Experiment.PerfCost-8164: Processed 9030 samples out of 10000, 0 errors
12:03:17,697 INFO Experiment.PerfCost-8164: Processed 9040 samples out of 10000, 0 errors
12:03:30,540 INFO Experiment.PerfCost-8164: Processed 9050 samples out of 10000, 0 errors
12:03:43,310 INFO Experiment.PerfCost-8164: Processed 9060 samples out of 10000, 0 errors
12:03:56,150 INFO Experiment.PerfCost-8164: Processed 9070 samples out of 10000, 0 errors
12:04:09,59 INFO Experiment.PerfCost-8164: Processed 9080 samples out of 10000, 0 errors
12:04:21,844 INFO Experiment.PerfCost-8164: Processed 9090 samples out of 10000, 0 errors
12:04:34,795 INFO Experiment.PerfCost-8164: Processed 9100 samples out of 10000, 0 errors
12:04:47,650 INFO Experiment.PerfCost-8164: Processed 9110 samples out of 10000, 0 errors
12:05:00,416 INFO Experiment.PerfCost-8164: Processed 9120 samples out of 10000, 0 errors
12:05:13,253 INFO Experiment.PerfCost-8164: Processed 9130 samples out of 10000, 0 errors
12:05:26,101 INFO Experiment.PerfCost-8164: Processed 9140 samples out of 10000, 0 errors
12:05:38,933 INFO Experiment.PerfCost-8164: Processed 9150 samples out of 10000, 0 errors
12:05:51,682 INFO Experiment.PerfCost-8164: Processed 9160 samples out of 10000, 0 errors
12:06:04,494 INFO Experiment.PerfCost-8164: Processed 9170 samples out of 10000, 0 errors
12:06:17,396 INFO Experiment.PerfCost-8164: Processed 9180 samples out of 10000, 0 errors
12:06:30,161 INFO Experiment.PerfCost-8164: Processed 9190 samples out of 10000, 0 errors
12:06:43,39 INFO Experiment.PerfCost-8164: Processed 9200 samples out of 10000, 0 errors
12:06:55,903 INFO Experiment.PerfCost-8164: Processed 9210 samples out of 10000, 0 errors
12:07:08,789 INFO Experiment.PerfCost-8164: Processed 9220 samples out of 10000, 0 errors
12:07:21,658 INFO Experiment.PerfCost-8164: Processed 9230 samples out of 10000, 0 errors
12:07:34,496 INFO Experiment.PerfCost-8164: Processed 9240 samples out of 10000, 0 errors
12:07:47,123 INFO Experiment.PerfCost-8164: Processed 9250 samples out of 10000, 0 errors
12:07:59,799 INFO Experiment.PerfCost-8164: Processed 9260 samples out of 10000, 0 errors
12:08:12,664 INFO Experiment.PerfCost-8164: Processed 9270 samples out of 10000, 0 errors
12:08:25,515 INFO Experiment.PerfCost-8164: Processed 9280 samples out of 10000, 0 errors
12:08:38,329 INFO Experiment.PerfCost-8164: Processed 9290 samples out of 10000, 0 errors
12:08:51,146 INFO Experiment.PerfCost-8164: Processed 9300 samples out of 10000, 0 errors
12:09:04,23 INFO Experiment.PerfCost-8164: Processed 9310 samples out of 10000, 0 errors
12:09:16,879 INFO Experiment.PerfCost-8164: Processed 9320 samples out of 10000, 0 errors
12:09:29,668 INFO Experiment.PerfCost-8164: Processed 9330 samples out of 10000, 0 errors
12:09:42,554 INFO Experiment.PerfCost-8164: Processed 9340 samples out of 10000, 0 errors
12:09:55,393 INFO Experiment.PerfCost-8164: Processed 9350 samples out of 10000, 0 errors
12:10:08,171 INFO Experiment.PerfCost-8164: Processed 9360 samples out of 10000, 0 errors
12:10:20,934 INFO Experiment.PerfCost-8164: Processed 9370 samples out of 10000, 0 errors
12:10:33,717 INFO Experiment.PerfCost-8164: Processed 9380 samples out of 10000, 0 errors
12:10:46,684 INFO Experiment.PerfCost-8164: Processed 9390 samples out of 10000, 0 errors
12:10:59,121 INFO Experiment.PerfCost-8164: Processed 9400 samples out of 10000, 0 errors
12:11:11,922 INFO Experiment.PerfCost-8164: Processed 9410 samples out of 10000, 0 errors
12:11:24,652 INFO Experiment.PerfCost-8164: Processed 9420 samples out of 10000, 0 errors
12:11:37,445 INFO Experiment.PerfCost-8164: Processed 9430 samples out of 10000, 0 errors
12:11:50,194 INFO Experiment.PerfCost-8164: Processed 9440 samples out of 10000, 0 errors
12:12:03,66 INFO Experiment.PerfCost-8164: Processed 9450 samples out of 10000, 0 errors
12:12:15,745 INFO Experiment.PerfCost-8164: Processed 9460 samples out of 10000, 0 errors
12:12:28,347 INFO Experiment.PerfCost-8164: Processed 9470 samples out of 10000, 0 errors
12:12:40,855 INFO Experiment.PerfCost-8164: Processed 9480 samples out of 10000, 0 errors
12:12:53,771 INFO Experiment.PerfCost-8164: Processed 9490 samples out of 10000, 0 errors
12:13:06,596 INFO Experiment.PerfCost-8164: Processed 9500 samples out of 10000, 0 errors
12:13:19,367 INFO Experiment.PerfCost-8164: Processed 9510 samples out of 10000, 0 errors
12:13:32,228 INFO Experiment.PerfCost-8164: Processed 9520 samples out of 10000, 0 errors
12:13:45,114 INFO Experiment.PerfCost-8164: Processed 9530 samples out of 10000, 0 errors
12:13:57,947 INFO Experiment.PerfCost-8164: Processed 9540 samples out of 10000, 0 errors
12:14:10,628 INFO Experiment.PerfCost-8164: Processed 9550 samples out of 10000, 0 errors
12:14:23,385 INFO Experiment.PerfCost-8164: Processed 9560 samples out of 10000, 0 errors
12:14:36,304 INFO Experiment.PerfCost-8164: Processed 9570 samples out of 10000, 0 errors
12:14:49,194 INFO Experiment.PerfCost-8164: Processed 9580 samples out of 10000, 0 errors
12:15:01,980 INFO Experiment.PerfCost-8164: Processed 9590 samples out of 10000, 0 errors
12:15:14,825 INFO Experiment.PerfCost-8164: Processed 9600 samples out of 10000, 0 errors
12:15:27,741 INFO Experiment.PerfCost-8164: Processed 9610 samples out of 10000, 0 errors
12:15:40,472 INFO Experiment.PerfCost-8164: Processed 9620 samples out of 10000, 0 errors
12:15:53,277 INFO Experiment.PerfCost-8164: Processed 9630 samples out of 10000, 0 errors
12:16:06,17 INFO Experiment.PerfCost-8164: Processed 9640 samples out of 10000, 0 errors
12:16:18,811 INFO Experiment.PerfCost-8164: Processed 9650 samples out of 10000, 0 errors
12:16:31,443 INFO Experiment.PerfCost-8164: Processed 9660 samples out of 10000, 0 errors
12:16:44,166 INFO Experiment.PerfCost-8164: Processed 9670 samples out of 10000, 0 errors
12:16:56,897 INFO Experiment.PerfCost-8164: Processed 9680 samples out of 10000, 0 errors
12:17:09,634 INFO Experiment.PerfCost-8164: Processed 9690 samples out of 10000, 0 errors
12:17:22,329 INFO Experiment.PerfCost-8164: Processed 9700 samples out of 10000, 0 errors
12:17:34,998 INFO Experiment.PerfCost-8164: Processed 9710 samples out of 10000, 0 errors
12:17:47,796 INFO Experiment.PerfCost-8164: Processed 9720 samples out of 10000, 0 errors
12:18:00,353 INFO Experiment.PerfCost-8164: Processed 9730 samples out of 10000, 0 errors
12:18:13,12 INFO Experiment.PerfCost-8164: Processed 9740 samples out of 10000, 0 errors
12:18:25,601 INFO Experiment.PerfCost-8164: Processed 9750 samples out of 10000, 0 errors
12:18:38,188 INFO Experiment.PerfCost-8164: Processed 9760 samples out of 10000, 0 errors
12:18:50,721 INFO Experiment.PerfCost-8164: Processed 9770 samples out of 10000, 0 errors
12:19:03,342 INFO Experiment.PerfCost-8164: Processed 9780 samples out of 10000, 0 errors
12:19:15,960 INFO Experiment.PerfCost-8164: Processed 9790 samples out of 10000, 0 errors
12:19:28,738 INFO Experiment.PerfCost-8164: Processed 9800 samples out of 10000, 0 errors
12:19:41,224 INFO Experiment.PerfCost-8164: Processed 9810 samples out of 10000, 0 errors
12:19:54,28 INFO Experiment.PerfCost-8164: Processed 9820 samples out of 10000, 0 errors
12:20:06,644 INFO Experiment.PerfCost-8164: Processed 9830 samples out of 10000, 0 errors
12:20:19,325 INFO Experiment.PerfCost-8164: Processed 9840 samples out of 10000, 0 errors
12:20:32,72 INFO Experiment.PerfCost-8164: Processed 9850 samples out of 10000, 0 errors
12:20:44,696 INFO Experiment.PerfCost-8164: Processed 9860 samples out of 10000, 0 errors
12:20:57,380 INFO Experiment.PerfCost-8164: Processed 9870 samples out of 10000, 0 errors
12:21:09,991 INFO Experiment.PerfCost-8164: Processed 9880 samples out of 10000, 0 errors
12:21:22,801 INFO Experiment.PerfCost-8164: Processed 9890 samples out of 10000, 0 errors
12:21:35,689 INFO Experiment.PerfCost-8164: Processed 9900 samples out of 10000, 0 errors
12:21:48,555 INFO Experiment.PerfCost-8164: Processed 9910 samples out of 10000, 0 errors
12:22:01,366 INFO Experiment.PerfCost-8164: Processed 9920 samples out of 10000, 0 errors
12:22:14,164 INFO Experiment.PerfCost-8164: Processed 9930 samples out of 10000, 0 errors
12:22:27,22 INFO Experiment.PerfCost-8164: Processed 9940 samples out of 10000, 0 errors
12:22:39,856 INFO Experiment.PerfCost-8164: Processed 9950 samples out of 10000, 0 errors
12:22:52,665 INFO Experiment.PerfCost-8164: Processed 9960 samples out of 10000, 0 errors
12:23:05,551 INFO Experiment.PerfCost-8164: Processed 9970 samples out of 10000, 0 errors
12:23:18,365 INFO Experiment.PerfCost-8164: Processed 9980 samples out of 10000, 0 errors
12:23:31,144 INFO Experiment.PerfCost-8164: Processed 9990 samples out of 10000, 0 errors
12:23:44,9 INFO Experiment.PerfCost-8164: Processed 10000 samples out of 10000, 0 errors
12:23:49,21 INFO Experiment.PerfCost-8164: Mean 1710.7746898000003 [ms], median 1873.58 [ms], std 693.2835817133653, CV 40.524540481389415
12:23:49,26 INFO Experiment.PerfCost-8164: Parametric CI (Student's t-distribution) 0.95 from 1697.1842567321332 to 1724.3651228678673, within 0.7944022756997783% of mean
12:23:49,29 INFO Experiment.PerfCost-8164: Non-parametric CI 0.95 from 1870.51 to 1877.792, within 0.19433384216312957% of median
12:23:49,32 INFO Experiment.PerfCost-8164: Parametric CI (Student's t-distribution) 0.99 from 1692.912585502665 to 1728.6367940973355, within 1.044094491450737% of mean
12:23:49,35 INFO Experiment.PerfCost-8164: Non-parametric CI 0.99 from 1869.203 to 1878.841, within 0.2572081256204678% of median
